321|||survival|||none|||791153|||10-12-2024 19:50:24|||
13-12-2024 17:09:33
0:0|1:0|2:0|3:0|4:0|5:0|6:0|
1|0|13|0|10|327|40|25|
4#23|l|0|
5#22|l|0|
5#23|w|0|
5#24|l|0|
6#3|s|0|
6#4|s|0|
6#23|l|0|
7#3|s|0|
7#4|s|0|
7#5|s|0|
8#4|s|0|
9#12|l|0|
10#11|l|0|
10#12|w|0|
10#13|l|0|
10#48|s|0|
11#12|l|0|
11#47|s|0|
11#48|s|0|
11#49|i|0|
12#3|s|0|
12#4|s|0|
12#48|s|0|
12#49|s|0|
13#2|s|0|
13#3|i|0|
13#4|s|0|
14#3|i|0|
14#4|i|0|
19#14|l|0|
19#27|s|0|
19#28|s|0|
20#13|l|0|
20#14|w|0|
20#15|l|0|
20#27|s|0|
20#28|s|0|
20#29|s|0|
21#3|l|0|
21#14|l|0|
21#27|i|0|
21#28|s|0|
22#2|l|0|
22#3|w|0|
22#4|l|0|
23#3|l|0|
25#31|l|0|
25#40|l|0|
26#10|l|0|
26#30|l|0|
26#31|w|0|
26#32|l|0|
26#39|l|0|
26#40|w|0|
26#41|l|0|
27#9|l|0|
27#10|w|0|
27#11|l|0|
27#31|l|0|
27#40|l|0|
28#10|l|0|
29#12|s|0|
29#13|i|0|
30#11|s|0|
30#12|s|0|
30#13|s|0|
31#11|i|0|
31#12|s|0|
43#12|s|0|
43#13|s|0|
44#11|i|0|
44#12|s|0|
44#13|s|0|
45#12|i|0|
45#13|s|0|
46#38|s|0|
46#39|i|0|
47#38|s|0|
47#39|s|0|
47#40|s|0|
48#39|i|0|
48#40|s|0|
51#15|l|0|
52#14|l|0|
52#15|w|0|
52#16|l|0|
53#15|l|0|
54#18|l|0|
54#44|i|0|
54#45|s|0|
55#17|l|0|
55#18|w|0|
55#19|l|0|
55#44|s|0|
55#45|s|0|
55#46|s|0|
56#18|l|0|
56#45|s|0|
56#46|s|0|
58#25|l|0|
59#24|l|0|
59#25|w|0|
59#26|l|0|
60#25|l|0|
60#46|l|0|
61#45|l|0|
61#46|w|0|
61#47|l|0|
62#46|l|0|
64#21|Stone Wall|0|
64#22|Stone Wall|0|
64#23|Stone Wall|0|
65#19|Stone Wall|0|
65#21|Wooden Floor|0|
65#23|Stone Wall|0|
66#19|Stone Wall|0|
66#20|Wooden Floor|0|
66#22|Wooden Floor|0|
66#23|Stone Wall|0|
67#19|Glass|0|
67#20|Wooden Floor|0|
67#21|Wooden Floor|0|
67#23|Wooden Door|0|
68#6|l|0|
68#22|Stone Wall|0|
69#5|l|0|
69#6|w|0|
69#7|l|0|
70#6|l|0|
