heslo|||survival|||none|||1684835|||04-12-2024 17:21:51|||
13-12-2024 17:14:54
0:0|1:955|2:1000|3:1000|4:0|5:1000|6:10|
1|12|13|6|10|784|41|20|
0#39|l|0|
1#38|l|0|
1#39|w|0|
1#40|l|0|
1#43|s|0|
1#44|s|0|
2#39|l|0|
2#42|s|0|
2#43|s|0|
2#44|s|0|
3#43|s|0|
3#44|s|0|
20#7|l|0|
21#6|l|0|
21#7|w|0|
21#8|l|0|
22#7|l|0|
32#11|l|0|
33#10|l|0|
33#11|w|0|
33#12|l|0|
34#11|l|0|
36#19|Cheap Wall|0|
36#20|Cheap Wall|0|
36#21|Cheap Wall|0|
37#5|l|0|
38#4|l|0|
38#5|w|0|
38#6|l|0|
39#5|l|0|
46#9|s|0|
46#10|s|0|
47#9|s|0|
47#10|s|0|
47#11|s|0|
48#10|i|0|
48#11|i|0|
50#6|l|0|
50#41|s|0|
50#42|i|0|
50#43|i|0|
51#5|l|0|
51#6|w|0|
51#7|l|0|
51#41|s|0|
51#42|s|0|
51#43|i|0|
52#6|l|0|
52#42|i|0|
52#43|s|0|
53#47|s|0|
54#9|l|0|
54#32|s|0|
54#33|s|0|
54#46|s|0|
54#47|s|0|
54#48|s|0|
55#8|l|0|
55#9|w|0|
55#10|l|0|
55#32|s|0|
55#33|s|0|
55#34|s|0|
55#46|i|0|
55#47|i|0|
55#48|i|0|
56#9|l|0|
56#33|i|0|
58#24|l|0|
58#45|s|0|
58#46|s|0|
59#23|l|0|
59#24|w|0|
59#25|l|0|
59#44|i|0|
59#45|i|0|
59#46|s|0|
60#24|l|0|
60#44|s|0|
60#45|s|0|
61#32|l|0|
62#11|l|0|
62#31|l|0|
62#32|w|0|
62#33|l|0|
63#10|l|0|
63#11|w|0|
63#12|l|0|
63#32|l|0|
64#11|l|0|
67#21|l|0|
67#37|l|0|
68#20|l|0|
68#21|w|0|
68#22|l|0|
68#36|l|0|
68#37|w|0|
68#38|l|0|
69#21|l|0|
69#37|l|0|
71#33|i|0|
71#34|s|0|
72#12|s|0|
72#13|s|0|
72#14|s|0|
72#33|s|0|
72#34|i|0|
72#35|s|0|
73#12|s|0|
73#13|s|0|
73#14|s|0|
73#34|s|0|
74#13|s|0|
74#14|s|0|
76#44|l|0|
77#43|l|0|
77#44|w|0|
77#45|l|0|
78#44|l|0|
