us|||survival|||none|||1791492|||04-12-2024 17:36:27|||
04-12-2024 17:41:10
0:0|1:928|2:1000|3:1000|4:0|5:1000|6:10|
1|11|13|4|10|591|41|30|
5#29|l|0|
6#28|l|0|
6#29|w|0|
6#30|l|0|
7#29|l|0|
7#31|l|0|
8#30|l|0|
8#31|w|0|
8#32|l|0|
9#31|l|0|
16#35|l|0|
16#47|l|0|
17#34|l|0|
17#35|w|0|
17#36|l|0|
17#46|l|0|
17#47|w|0|
17#48|l|0|
18#35|l|0|
18#47|l|0|
20#11|Stone Wall|0|
20#12|Stone Wall|0|
20#13|Stone Wall|0|
20#14|Stone Wall|0|
20#15|Stone Wall|0|
20#16|s|0|
20#17|s|0|
20#18|s|0|
21#12|Wooden Floor|0|
21#14|Wooden Floor|0|
21#16|s|0|
21#17|s|0|
21#18|s|0|
22#11|Stone Wall|0|
22#12|Wooden Floor|0|
22#14|Wooden Floor|0|
22#15|Stone Wall|0|
22#17|s|0|
22#22|l|0|
23#12|Wooden Floor|0|
23#13|Wooden Floor|0|
23#15|Wooden Door|0|
23#21|l|0|
23#22|w|0|
23#23|l|0|
24#12|Glass|0|
24#13|Glass|0|
24#14|Stone Wall|0|
24#15|Stone Wall|0|
24#22|l|0|
24#24|s|0|
24#25|i|0|
25#4|i|0|
25#11|i|0|
25#23|s|0|
25#24|s|0|
25#25|s|0|
26#3|s|0|
26#4|s|0|
26#5|s|0|
26#10|s|0|
26#11|i|0|
26#12|s|0|
26#24|s|0|
26#25|s|0|
27#3|s|0|
27#4|s|0|
27#10|s|0|
27#11|i|0|
30#8|l|0|
31#7|l|0|
31#8|w|0|
31#9|l|0|
32#8|l|0|
34#5|l|0|
35#4|l|0|
35#5|w|0|
35#6|l|0|
36#5|l|0|
37#5|s|0|
37#6|i|0|
38#4|s|0|
38#5|s|0|
38#6|i|0|
39#4|i|0|
39#5|i|0|
39#6|i|0|
40#28|Cheap Wall|0|
41#24|Cheap Wall|0|
41#25|Cheap Wall|0|
41#26|Cheap Wall|0|
41#27|Cheap Wall|0|
41#29|Cheap Wall|0|
41#31|Cheap Wall|0|
41#32|Cheap Wall|0|
42#24|Cheap Wall|0|
42#32|Cheap Wall|0|
43#8|Stone Wall|0|
43#9|Stone Wall|0|
43#24|Cheap Wall|0|
43#32|Cheap Wall|0|
44#5|Stone Wall|0|
44#7|Wooden Floor|0|
44#8|Wooden Floor|0|
44#24|Cheap Wall|0|
44#25|Cheap Wall|0|
44#26|Cheap Wall|0|
44#27|Cheap Wall|0|
44#28|Cheap Wall|0|
44#29|Cheap Wall|0|
44#30|Cheap Wall|0|
44#31|Cheap Wall|0|
44#32|Cheap Wall|0|
45#5|Stone Wall|0|
45#8|Wooden Floor|0|
45#9|Stone Wall|0|
46#6|Wooden Floor|0|
46#7|Wooden Floor|0|
46#9|Wooden Door|0|
47#8|Stone Wall|0|
58#13|s|0|
58#14|i|0|
59#13|s|0|
59#14|s|0|
59#15|s|0|
60#14|s|0|
62#29|l|0|
63#28|l|0|
63#29|w|0|
63#30|l|0|
64#29|l|0|
71#43|s|0|
71#44|s|0|
72#12|l|0|
72#33|l|0|
72#42|i|0|
72#43|s|0|
72#44|s|0|
73#11|l|0|
73#12|w|0|
73#13|l|0|
73#32|l|0|
73#33|w|0|
73#34|l|0|
73#42|s|0|
73#43|s|0|
73#45|l|0|
74#12|l|0|
74#33|l|0|
74#44|l|0|
74#45|w|0|
74#46|l|0|
75#3|s|0|
75#45|l|0|
76#2|i|0|
76#3|s|0|
76#4|s|0|
77#2|s|0|
77#3|s|0|
77#30|l|0|
78#29|l|0|
78#30|w|0|
78#31|l|0|
79#30|l|0|
