sigma|||survival|||none|||66577|||04-12-2024 18:11:39|||
04-12-2024 18:19:42
0:0|1:149|2:125|3:125|4:0|5:125|6:1|
3|7|16|1|5|285|52|38|
1#18|l|0|
2#17|l|0|
2#18|w|0|
2#19|l|0|
3#18|l|0|
5#17|s|0|
6#16|s|0|
6#17|s|0|
6#18|s|0|
7#17|i|0|
7#18|i|0|
7#36|s|0|
8#35|s|0|
8#36|s|0|
8#37|s|0|
9#36|s|0|
9#37|s|0|
10#27|l|0|
11#26|l|0|
11#27|w|0|
11#28|l|0|
12#27|l|0|
12#41|Stone Wall|0|
12#42|Stone Wall|0|
12#43|Stone Wall|0|
12#45|Stone Wall|0|
13#3|s|0|
13#42|Wooden Floor|0|
13#43|Wooden Floor|0|
13#44|Wooden Floor|0|
13#45|Stone Wall|0|
14#2|s|0|
14#3|i|0|
14#4|s|0|
14#42|Wooden Floor|0|
14#43|Lantern|0|
14#44|Wooden Floor|0|
14#45|Stone Wall|0|
15#3|s|0|
15#4|s|0|
15#41|Glass|0|
15#42|Wooden Floor|0|
15#43|Wooden Floor|0|
15#44|Wooden Floor|0|
16#38|l|0|
16#43|Glass|0|
17#37|l|0|
17#38|w|0|
17#39|l|0|
18#31|l|0|
18#38|l|0|
19#30|l|0|
19#31|w|0|
19#32|l|0|
20#31|l|0|
21#41|l|0|
22#40|l|0|
22#41|w|0|
22#42|l|0|
22#45|s|0|
22#46|s|0|
22#47|s|0|
23#41|l|0|
23#45|s|0|
23#46|s|0|
23#47|s|0|
24#46|s|0|
31#10|s|0|
32#9|i|0|
32#10|s|0|
32#11|s|0|
32#44|l|0|
33#10|i|0|
33#11|s|0|
33#43|l|0|
33#44|w|0|
33#45|l|0|
34#44|l|0|
43#40|l|0|
44#39|l|0|
44#40|w|0|
44#41|l|0|
45#40|l|0|
53#9|s|0|
53#10|i|0|
53#29|s|0|
53#30|s|0|
54#8|s|0|
54#9|s|0|
54#10|i|0|
54#29|s|0|
54#30|i|0|
54#31|s|0|
55#9|s|0|
55#10|s|0|
55#29|i|0|
55#30|s|0|
62#31|Stone Wall|0|
62#33|Stone Wall|0|
62#34|Stone Wall|0|
63#30|Stone Wall|0|
63#32|Wooden Floor|0|
64#30|Stone Wall|0|
64#32|Lantern|0|
64#33|Wooden Floor|0|
64#34|Stone Wall|0|
65#31|Wooden Floor|0|
65#32|Wooden Floor|0|
65#33|Wooden Floor|0|
65#34|Wooden Door|0|
66#31|Glass|0|
66#32|Glass|0|
66#33|Stone Wall|0|
66#34|Stone Wall|0|
66#47|s|0|
66#48|s|0|
67#47|s|0|
67#48|i|0|
67#49|i|0|
68#47|s|0|
68#48|s|0|
74#18|l|0|
75#17|l|0|
75#18|w|0|
75#19|l|0|
76#18|l|0|
77#41|l|0|
78#40|l|0|
78#41|w|0|
78#42|l|0|
79#41|l|0|
